8809,15224,28824,56884,110640,215164,423677,836200,1657573
8497,15491,28979,56178,109784,214391,422458,838743,1656614
8696,15603,29300,56559,109646,215007,422583,837543,1655647
9254,16473,29885,57115,111086,215942,426533,837901,1663183
10855,18075,31381,58873,111746,216951,425922,837117,1662129
13627,20555,34115,61776,115372,221012,428052,842624,1663610
19203,26229,39684,66864,120601,224089,433233,852866,1664542
29599,36121,50062,78085,132861,238911,449557,862438,1679335
51292,58804,71202,100017,152386,257112,463779,878519,1657604
